habilidade_code,component_id,description
EF06GE10,dbaf7f52-43c1-4219-bdfc-f0d917640387,Evaluate the advantages and disadvantages of specific land use and water appropriation practices
EF06GE11,4c02be17-8464-4657-8c1a-d3018f8e67b0,Analyze the distribution of physical-natural components as a basis for understanding society–environment interactions
EF06GE11,d2819bf5-b2b2-4a8d-b3ec-14a56ce31aef,Compare distinct forms of interaction between societies and the natural environment across different regions
EF06GE11,b5523231-3053-43ab-8e16-a3edb3aadb5c,Analyze transformations to local and global biodiversity resulting from human–environment interactions
EF06GE12,eb212dc4-7484-4237-a342-3d473784868c,Identify patterns of water resource consumption in Brazil and in the world
EF06GE12,f953be7f-0b38-4987-bc96-17620fa9cb99,Describe the use and importance of major drainage basins in Brazil and globally
EF06GE12,320152c5-de53-4ac8-bf15-afcc921ef952,Analyze transformations in urban water environments resulting from human consumption of water resources
EF06GE13,0d3d7f58-533d-4338-8952-81d1ec737542,Identify human practices that alter local and regional climate dynamics
EF06GE13,e28d7df1-84e4-4884-9f17-9e05000c5172,Explain the formation and causes of urban heat islands
EF06GE13,92576eef-88d2-4fcc-9716-338cfbcce368,Analyze the environmental consequences of urban heat islands on local climate
EF06GE13,dfb05621-24b6-4e8d-9bd8-ba73582b7662,Compare advantages and disadvantages of specific human practices on climate dynamics
EF06GE13,c8ad9cd9-8ba8-486f-ae57-eee24b5af1b3,Evaluate the relationship between urbanization and changes in precipitation and temperature patterns
EF07GE01,29e0a81c-97dd-40aa-b083-9b60724c5e3c,Identify ideas and stereotypes associated with Brazilian landscapes in media sources
EF07GE01,865cb793-af03-4fa0-a33e-1702c82c2357,Evaluate the accuracy of media representations of Brazil's territorial formation
EF07GE01,bb0e998e-ee61-4cd2-b06e-1b81a51fd110,Distinguish between stereotyped and evidence-based portrayals of Brazilian regions
EF07GE02,1b4214b4-9539-4c5f-a4c3-333273f9a955,Identify economic and population flows that shaped Brazil's socioeconomic formation
EF07GE02,0fb1e5cc-638c-4d6c-980b-8743ef9394b9,Analyze the influence of historical migration patterns on Brazil's territorial organization
EF07GE02,604345a0-76d9-4a5c-a53a-ddb61061539f,Describe conflicts and tensions arising from economic and population flows in Brazil
EF07GE02,1c68d48a-784a-48f3-9ac3-3b5aa53ee4be,Compare historical and contemporary socioeconomic tensions related to territorial formation in Brazil
EF06GE09,f541231e-0dee-40fe-99f6-02b69ee8ef0a,Construct three-dimensional models representing features of Earth's surface
EF06GE09,0ec8a32d-0128-4e94-ba54-fa5194de2f57,Build block diagrams to represent geological and relief structures
EF06GE09,09492a4f-8670-4e25-9137-ea044504c9c8,Construct topographic profiles from contour-line maps
EF06GE09,e94ab311-bd60-4f21-98a4-6bf4f41c3967,Construct vegetation profiles to represent plant cover distribution across relief features
EF06GE08,c88759c2-8a13-420b-a372-842e6ba05f40,Interpret graphic scales on maps to measure distances on Earth's surface
EF06GE08,b4893f53-7ff6-48a8-8eff-1bc5a5d9ca99,Convert numerical scale ratios to calculate real-world distances from map measurements
EF06GE08,01998c79-0836-4f28-8885-e6619050b609,Compare distances between locations using both graphic and numerical map scales
EF06GE07,afd37829-baaa-4767-a5ce-0534378a6295,Identify changes in human interaction with the natural environment brought about by urbanization
EF06GE07,9ceb12a8-1094-4b33-8a8e-2fd54d23503d,Explain how the rise of cities transformed relationships between human societies and natural systems
EF06GE07,38e96068-588b-4ad5-ba26-49f3b5be36a6,Compare human-nature interactions in pre-urban and urban contexts
EF06GE06,fc9078ff-be88-4580-b064-02e1d32c8c76,Identify landscape characteristics transformed by agricultural and livestock-raising activities
EF06GE06,883750fa-1775-4131-8129-59f35d2a2b0b,Identify landscape characteristics transformed by industrialization
EF06GE06,3b169049-8597-44a0-bf7b-bacaa3e88d26,"Compare landscapes modified by agriculture, livestock raising, and industry"
EF06GE05,3254be79-8cba-47e8-abf6-1b89fa82ba0a,Relate climate patterns to soil types and landform relief features
EF06GE05,81e8e2c5-7135-4521-a978-d00cc936b7da,Relate vegetation formations to climate patterns and soil types
EF06GE05,9f84922b-9ee4-476c-9962-43a9a25d4365,"Analyze the interdependence among climate, soil, relief, and vegetation in a given region"
EF06GE04,88d5e328-fd03-4ccc-87d1-e90f4ef98afd,"Trace the continuous movement of water through land, ocean, and atmosphere in the water cycle"
EF06GE04,1528d2b0-a9a1-4aec-b392-64186dbe937e,Compare surface runoff processes in urban and rural environments
EF06GE04,3bdca1ec-cdac-4b9e-8495-dbd8e5352816,Identify principal components of drainage basin morphology and hydrographic networks
EF06GE04,03bfbeb6-3cf8-4df5-a6e2-8df0fd4a8c98,Locate hydrographic networks within Earth's landform relief and vegetation cover
EF06GE03,ed08152e-99c9-43fb-bdc1-e9b4cddf49c8,Describe Earth's rotational and translational movements
EF06GE03,f65ae840-1441-4702-bfbd-5150c7c021a7,Explain the relationship between Earth's movements and general atmospheric circulation
EF06GE03,57a761fa-9a5c-467a-9ad0-615544088c53,Distinguish between weather and climate using the concept of typical conditions over time
EF06GE03,7834f79d-475d-4595-b09e-36f02597e6d1,Relate Earth's movements to the distribution of climate patterns across the globe
EF06GE02,9dd76d9f-e40a-4e81-bed0-c0a73f3f8159,Identify landscape modifications made by different types of societies
EF06GE02,ddf1b046-20f1-46c7-86da-70488e7429e5,Describe how Indigenous peoples transformed and managed landscapes
EF06GE02,193d9477-f30f-4212-ab3c-6241e14ef620,Compare landscape modifications made by Indigenous peoples with those of other societies
EF06GE01,9b634626-7c00-4821-86d1-0432f44acaf6,Identify transformations in landscapes within students' places of lived experience over time
EF06GE01,1049452a-c272-4460-b72f-28de841af696,Compare uses of local places across different historical periods
EF06GE01,cd3f3dc2-a265-44bf-babb-54f332a460c8,Analyze factors that drove landscape changes in students' local environment
EF05GE12,7a57e9df-8952-469b-acdb-5378387b137e,Identify government agencies responsible for improving quality of life in areas such as environment and housing
EF05GE12,afe20061-1e59-423c-b41e-d920f111d927,Identify social participation channels through which communities can seek solutions to local problems
EF05GE12,d15b7a42-2d2a-41bd-bb8e-9249660481ac,Evaluate proposals implemented by government agencies that affect students' local community
EF05GE11,acaf0a43-7f78-4b7d-aa01-3ba67b157d91,Identify environmental problems occurring near the school and place of residence
EF05GE11,b12f026d-f9c7-43a3-982a-146ed296530e,Describe the causes and effects of local environmental problems such as open dumps and pollution
EF05GE11,eb77386f-8a58-41b4-bde5-43fdb7dc0c6e,"Propose solutions, including technological ones, to address identified local environmental problems"
EF05GE09,b9d39d5d-13c5-41ba-9d55-947a2f5522c8,Interpret thematic maps to identify connections among different cities
EF05GE09,0b18e122-4bf2-4792-a95c-04e56a29d0e2,Establish hierarchical relationships among cities using graphic representations
EF05GE09,b866dc2a-faf3-474b-8f26-ee4d5701ede5,Analyze networks of cities based on thematic cartographic data
EF05GE08,95f2e4fa-fb2f-4bdf-bc5a-e3e1dfd1072c,Interpret sequences of photographs to analyze landscape transformations in cities over time
EF05GE08,082b3b3b-d801-4327-aef6-58a3abd3ab50,Analyze aerial photographs and satellite images to identify urban landscape changes
EF05GE08,fd44489e-d991-4edc-a298-b44732bf841f,Compare urban landscape transformations across different time periods using visual sources
EF05GE07,f997318f-5c60-4f72-bad0-155d25f4f33e,Identify types of energy used in industrial production
EF05GE07,f7aedb2f-b733-4664-bb86-f344c8f9d0e4,Identify types of energy used in agricultural and extractive activities
EF05GE07,ec9e029c-b40c-44ef-b904-64a6328428da,Identify types of energy used in the daily lives of populations
EF05GE06,e450905c-c4f0-4228-b908-1e63a8c6698f,Identify transformations in means of transportation over time
EF05GE06,59c6d7d6-d743-46ed-b0cb-7449f40be6e4,Compare the impacts of different transportation and communication technologies on society
EF06CI12,7fceca7a-5441-4725-9c0f-507ecacb7290,Identify different types of rocks and their defining characteristics
EF06CI12,1aea0f0a-a43e-4299-8aef-2fa7c5fce02b,Relate sedimentary rock formation to the preservation of fossils
EF06CI12,f0e4d4ef-56e0-4689-9559-3e88463c0494,Associate fossil records with specific geological periods and sedimentary rock layers
EF06CI13,46fe461b-e959-4054-8d9b-f0c2caf73fea,Identify observational and scientific evidence that supports Earth's spherical shape
EF06CI13,3d4769f3-9947-4bb9-b576-786d942f299f,Evaluate arguments used historically and currently to demonstrate Earth's spherical shape
EF06CI13,73b11ce0-8496-450e-b06c-f9b224a09d83,Select the most compelling evidence to counter flat-Earth misconceptions
EM13CNT102,aa0d5b8b-cc62-4822-b3ed-6003bee253b8,Identify thermodynamic variables that affect the operation of thermal systems
EM13CNT102,a667cd65-09bd-45d1-8944-55a6014e7a80,Evaluate the sustainability of a thermal system based on its composition and energy behavior
EM13CNT102,c57b6ebc-e7ac-41c0-800d-ea2faaa7d468,Construct a prototype of a thermal system aimed at sustainable energy use
EM13CNT102,4867d00c-237d-4889-95dd-a618eb27ff92,Use digital technologies to estimate thermodynamic calculations in system design
EM13CNT102,7a069c26-94d4-4390-aeda-c28e62cd4af8,Use an existing model to generate predictions about the behavior of a system or phenomenon
EF03CO02,ba43083c-a048-45f8-af9e-26d8d9e369f4,Create an algorithm using sequences to solve a given problem
EF03CO02,2df6cd22-fae5-455f-9510-7b88747f4273,"Represent an algorithm using oral, written, or pictographic language"
EF03CO02,004d089e-fd1d-4b50-8d17-0a7490bd2aee,Simulate an algorithm that includes a simple repetition with a condition
EF03CO02,4a3e48fe-3a7b-4088-9ce5-62192019d41a,Solve a problem collaboratively by designing and testing an algorithm with indefinite iterations
EF03CO03,96f5c0fe-f649-4083-ab8c-ca62f82d6ad9,"Decompose a complex real-world problem into smaller, independently solvable sub-problems"
EF03CO03,bad78efb-9a4e-4d2a-ad65-6c3af5d8806d,Solve each sub-problem produced by decomposing a complex problem
EF03CO03,40cf1f1a-d6ba-40bc-9ca6-9e37c930c34f,Combine solutions of sub-problems to produce the solution to the original problem
EF03CO04,779a4d0d-ace2-46cb-8fef-7b470fb460ae,Distinguish between the concepts of data and information
EF03CO04,00c806e6-4750-4926-b003-2c4a2df2877f,Explain how data can be processed or organized to produce information
EF03CO05,274f017a-3f62-4bd9-9471-9253ea020be4,Identify that data are stored in specific formats depending on the type of information
EF03CO05,2243b6e7-71cb-44b4-ba4b-cb81a7afbee4,Match a given type of information to an appropriate data format for storing it
EF03CO06,b1f2a466-186e-4853-a65b-e87d61e8424f,Identify input devices through which a computer receives data from the outside world
EF03CO06,1370ed36-1ade-41cc-ab79-cbb334091b5a,Identify output devices through which a computer communicates results to the outside world
EF03CO06,bc4da3c8-3394-4080-97a8-e2722a81bccf,Explain that a computer uses physical interfaces to interact with its environment
EF03CO07,9c1f21e7-5214-4f21-b78e-ab350195d7d3,Use a web browser to access information on the internet
EF03CO07,ff7aa38d-804d-46a9-975e-42337cc899a4,Use effective search terms to locate relevant information from print and digital sources
EF03CO07,f29badd9-d2a5-4aff-af18-1b27a0eba81b,Compare results from different search tools when researching the same topic
EF03CO08,19d2982b-eba8-4733-8e86-8682bcb5e199,Use computational tools to express ideas in a digital format
EF03CO08,3500dc58-8e07-4ea7-aebf-56d9f9c2cbee,Select an appropriate digital format to communicate a given idea or content
EF03CO09,77dd4254-7887-48ff-a6fc-3a2c2a89b68d,Identify examples of personal information that should not be shared in digital environments
EF03CO09,dfef666e-2807-4eff-8be5-15e73c7f9d56,Explain potential risks of sharing personal information—or peers' information—online
EF03CO09,bc09458f-5cab-4a67-8e17-72be13f9adb7,Recognize appropriate boundaries for sharing information in digital environments
EF04CO01,8446501a-0778-4e46-a28e-422213c50afa,Identify real-world or digital objects that can be represented as a matrix structure
EF04CO01,8be274d0-56ea-4efc-b1b2-78f6838626ac,Locate a component within a matrix representation using its coordinates
EF04CO01,59df384a-d3d6-4109-b916-5eefe37a96fc,Perform simple manipulations on a matrix representation of an object or scene
EF04CO02,15803151-909a-4106-8b9a-14d46b1f5639,Identify real-world or digital objects that can be represented as named records
EF04CO02,d1cd388b-649d-4b5c-bc9f-be5dbc735ef2,Locate a component within a record representation using its identifier name
EF04CO02,bc135fd0-f296-433b-9a15-bbac414fa9f9,Perform manipulations on a record representation of an object or dataset
EF04CO03,b633be2f-5033-4fc4-9544-29a30f8ed952,Create an algorithm that includes nested repetitions to solve a problem
EF04CO03,e6911938-1b8e-46f9-a5bf-0b4f21d5feb8,Distinguish between definite and indefinite iterations in an algorithm
EF04CO03,d9bbf081-e918-480d-8ed6-1cc471835953,"Simulate an algorithm containing nested loops represented in oral, written, or pictographic language"
EF04CO03,e74fc285-abc2-4386-9216-0dfa33e16b3f,Solve a problem collaboratively by designing an algorithm with simple or nested repetitions
EM13CNT101,c80f57ee-d19c-4f6b-86ba-65e2cdbfb733,"Identify conservation laws governing quantity of matter, energy, and momentum in a system"
EM13CNT101,8594ab9d-e284-4535-87de-bb71ac8b69e5,Represent transformations in physical or chemical systems using conservation laws
EM13CNT101,bff5ac71-cbc1-446b-9f11-c0217e196008,Make predictions about system behavior in everyday situations based on conservation principles
EM13CNT101,da41091f-3565-4b5f-8873-dda3386ea82d,Evaluate productive processes using conservation laws in relation to sustainable development
EM13CNT101,d92ef69f-16ec-472f-a1a3-e8e6f0fb143d,Use digital devices or applications to analyze and represent system transformations
EF02GE10,2ad934e1-0446-5174-ae7c-26b06e85dbc6,"Describe the relative positions of objects in the environment using terms such as above, below, beside, in front of, behind, and next to"
EF02GE10,1079a995-7ed7-4931-87b3-4a146f30b354,Locate objects within a spatial representation of the classroom using positional references
EF02GE10,589a1b16-42a1-4611-8bbb-2c4c277ad35a,Represent the position of objects in the school environment using spatial reference points
EF02GE11,c61b4b5d-8eec-491d-9c78-15cf6210bded,Identify different uses of soil and water in urban and rural settings
EF02GE11,5c3c4652-8162-443e-ba99-7c3e3104b926,Recognize the importance of soil and water for sustaining life
EF02GE11,6588c18d-b639-4287-ad83-a66c041fcf2e,Describe impacts of soil and water use on daily life in urban and rural environments
EF03GE01,9d0211bd-5632-4109-a836-f840fc213067,Identify cultural aspects of social groups in students' places of lived experience
EF03GE01,e5f582aa-4da4-44dc-91c6-c26f348543a2,Compare cultural aspects between different social groups in urban and rural settings
EF07CI09,865f3155-1cb7-42c0-b97d-8c5fd869cec1,Interpret public health indicators to assess community health conditions
EF07CI09,d0ac911b-9efe-4684-b9a7-70ca153b89d8,"Compare health indicators across different communities, cities, or states"
EF07CI09,a32ecf8b-babe-4262-945d-789739d7bb71,Analyze the outcomes of public health policies using relevant health data
EF07CI10,6505a2e1-a4ea-4494-8cd6-af76672fc431,Explain how vaccines act in the body to produce immunity
EF07CI10,fd817954-21a3-4026-be2c-bea21521560b,Describe the historical role of vaccination in eradicating or controlling diseases
EF07CI10,1eefde17-c473-483c-bc69-2c0cee24223a,Argue for the importance of vaccination to individual and collective public health
EF07CI11,2c482ca8-a4e2-491a-b783-d0963812a8a9,"Analyze, from a historical perspective, how technology has been used across dimensions of human life"
EF07CI11,7d07fa96-724d-40b0-afa9-602a4b75be43,Evaluate the relationship between technological development and environmental indicators
EF07CI11,751aae2e-c627-4309-a52a-13236b87d8f4,Assess the impact of digital technology on quality-of-life indicators over time
EF07CI12,5cf1b72c-c485-4667-9164-a680e8ccba39,Identify the composition of air as a mixture of gases
EF07CI12,b6fcc1bb-a588-48b9-a71d-90d7fd35533a,Explain evidence that demonstrates air is a mixture of gases
EF07CI12,216dd7d2-476c-4fc1-9071-6aa1d173c3fe,Describe natural phenomena that can alter the composition of air
EF07CI13,89eeeedb-9d59-4179-9cb2-8fd3ba087df6,Describe the natural mechanism of the greenhouse effect in Earth's atmosphere
EF07CI13,460cf7d2-f373-4ed2-9272-e8f57641c1bc,Explain the essential role of the greenhouse effect in supporting life on Earth
EF07CI13,48f9e1f7-8fb6-4cfd-a3ff-1224c9607c02,"Identify human activities that negatively affect land, water, air, or living organisms"
EF07CI13,d9634b4e-e94c-4765-b84b-74c5d23e47f5,Evaluate proposals for reversing or controlling the artificial intensification of the greenhouse effect
EF07CI14,de8a9b39-0ae7-420d-9a04-5c3edf547094,Explain the importance of the ozone layer for protecting life on Earth
EF07CI14,3b3e5f3e-9907-440c-bbdf-396d647f0f43,Identify factors that decrease ozone concentration in the atmosphere
EF07CI14,fd64110f-5c04-4122-8b1f-12dc806dcac6,Evaluate individual and collective proposals for preserving the ozone layer
EF07CI15,a5399798-2329-4aa5-a3ac-7261a209ed83,"Interpret natural phenomena such as volcanoes, earthquakes, and tsunamis using the tectonic plate model"
EF07CI15,314a7705-d4e0-4fc8-8181-aa4e41ed5f67,Justify the rare occurrence of volcanoes and earthquakes in Brazil using tectonic plate theory
EF07CI15,2af44b9d-ef6c-4dac-af6d-df0ffccfae35,Analyze the relationship between tectonic plate boundaries and the formation of geologic structures
EF07CI16,a4f341ff-7cc9-47d3-aaad-b6265ec143f7,Compare continental shapes and rock formations across plates to support the theory of continental drift
EF07CI16,98d02fd2-6b7c-46e8-b966-24839982d652,Justify the complementary shapes of the Brazilian and African coastlines using continental drift theory
EF08CI01,9e8ff9d0-9964-4f97-8e49-ef9d2eeaa20e,"Identify different energy sources used in homes, communities, or cities"
EF08CI01,07696345-5f97-44d9-98fb-10fb36dea80e,Distinguish between renewable and nonrenewable energy resources based on their rate of replenishment
EF08CI01,ed02e0e0-c9d9-4cd4-8b7f-ad6e6a2d0d31,Identify different forms of energy present in a given system or phenomenon
EF04GE06,a4923e84-8f49-473a-919e-45641e77c861,"Identify ethno-cultural territories in Brazil, including Indigenous lands and Quilombola territories"
EF04GE06,023c8d9c-d3ee-4092-95da-4579c422059d,Describe the characteristics that define Indigenous lands and Quilombola territories
EF04GE06,38d8b5ba-61cf-4824-8cce-e065fbb58036,Recognize the legitimacy of the legal demarcation of ethno-cultural territories in Brazil
EF04GE05,68fe74cf-dad2-4912-a13a-14e01526000a,"Distinguish official political-administrative units in Brazil: District, Municipality, Federative Unit, and major region"
EF04GE05,42bcea89-0bf3-4dfd-a0ba-da94749c3071,Describe the hierarchical relationships among Brazil's political-administrative divisions
EF04GE05,3c594cd2-c0ad-4c96-af08-fbd5d162a013,Locate one's own place of experience within Brazil's political-administrative framework
EF04GE04,46361cd7-23b6-4999-9c53-0dc4fdd17acc,Recognize specific characteristics that distinguish rural and urban areas
EF04GE04,15dc8686-cd48-4b98-9a28-f9d995d26930,"Analyze the interdependence between rural and urban areas through flows of goods, people, and information"
EF04GE03,6bd6ba15-5228-4a14-ba93-7fe0ac937b3c,"Distinguish the functions of key municipal government bodies, including the Câmara de Vereadores"
EF04GE03,9a9922d7-658e-4b94-a994-09cfeb01822e,"Identify channels for social participation in municipal governance, such as Municipal Councils"
EF04GE03,a5785a45-fb18-48b2-9a81-e899fbe2436b,Explain the roles of municipal government bodies in local administration
EF04GE02,ef80170f-d2ac-4ce7-af70-e07254fbf995,Describe different migratory processes that have occurred in Brazilian history
EF04GE02,439bda2f-f73c-46ce-a14c-79cf779608a8,Explain the contributions of migratory processes to the formation of Brazilian society
EF04GE01,ee067261-fc6f-4fc2-ba2f-52a50a824b39,Identify elements of distinct cultures present in students' own places of experience and family histories
EF04GE01,c195b7bc-8c5e-4fa8-9954-06d11e352629,Recognize what is distinctive about each cultural group contributing to Brazilian society
EF04GE01,81036b21-fd61-4e80-9971-b546648ff5c8,"Explain the contributions of diverse cultural groups to the formation of local, regional, and Brazilian culture"
EF03GE11,8b3e3128-373a-47d0-9689-30cc99975da3,Compare the environmental impacts of urban economic activities on the natural physical environment
EF03GE11,288d1644-4ef1-4599-80c5-702fdcc91c20,Identify risks to the natural environment arising from the use of tools and machinery in economic activities
EF03GE10,5ccbd41a-01ff-4952-a1ee-0840a60c661e,Identify necessary precautions for using water in agricultural activities
EF03GE10,d2166400-dfc5-48c5-8119-3b5e9cf9d1f9,Identify necessary precautions for using water in energy generation
EF03GE10,17279a48-4398-405b-a3fd-58297fedbab4,Explain how responsible water use ensures the continued provision of safe drinking water
EF03GE09,20adb075-2d95-476b-8e9b-7905ac96af83,"Investigate the uses of water in everyday activities such as food preparation, hygiene, and plant cultivation"
EF03GE09,9644b6e8-a80c-4c1c-b11b-9a90c245d68d,"Identify environmental problems caused by everyday uses of natural resources, especially water"
EF03GE08,e3ead426-e17b-4906-9438-b3934c88ffc6,Relate the production of household or school waste to problems caused by excessive consumption
EF03GE08,c7c436b0-125b-400c-8e34-046c509ba508,"Develop proposals for conscious consumption incorporating habits of reducing, reusing, and recycling materials"
EF03GE08,7d1df705-b5d4-4273-8532-ca79585fab7c,"Identify appropriate practices for disposing of materials consumed at home, school, and in the community"
EF07GE06,4903034e-7ae6-4f5c-be4f-6a900bff34ec,Explain how the production of goods generates environmental impacts across different places
EF07GE06,bb221464-b3ec-49f8-8800-201c904bb12c,Analyze how the circulation and consumption of goods influence the distribution of wealth across different places
EF07GE06,27445cdb-b5cb-4603-93ce-8d85b92a5eb4,Discuss the relationship between economic activities and environmental degradation at local and global scales
EF03GE06,74b9bc67-ef5a-4fb7-b8fb-a4b9a0ac59d1,Identify two-dimensional cartographic representations such as maps and plans
EF03GE06,2311985f-4809-436b-b7b5-cd1c453fab97,Interpret spatial information presented in different types of cartographic representations
EF03GE05,1baa2869-c4a5-40b1-b491-2f65ff583e71,"Identify foods, minerals, and other products cultivated or extracted from nature in different places"
EF03GE05,c958bd34-cea4-468d-baef-38c79578e7ff,Compare work activities related to cultivation and extraction across different places
EF03GE04,93d70caa-ed9e-49be-ba75-805c397f0e9a,Explain how natural processes shape the formation and transformation of landscapes in students' places of experience
EF03GE04,309c73a6-c28d-44a8-9451-d4c9b01bb147,Explain how historical processes contribute to the transformation of landscapes over time
EF03GE04,52d798d8-0a20-49b9-a473-f02d3fb1868e,Compare landscapes from students' own places of experience to landscapes in other places
EF03GE03,0f37b073-66e8-4177-b9cc-d11c2d2ed5de,Recognize the distinct ways of life of indigenous peoples in different places
EF03GE03,98479ed4-46f7-414e-9d92-b98001c5d127,Recognize the distinct ways of life of quilombola communities in different places
EF03GE03,35f9fe8c-f66f-44e0-b6ee-45c04421a05a,Identify characteristics that distinguish the ways of life of traditional peoples and communities from one another
EF06CI14,c642d479-4413-4193-806f-a7a255a464c7,Describe how the length and direction of a gnomon's shadow change throughout a single day
EF06CI14,d4fb203d-74e5-416f-975b-bd2b3b776087,Identify seasonal differences in gnomon shadow patterns across different times of year
EF06CI14,b50c5d04-8e77-4565-9ea6-0c474dbcba05,Predict how shadow length and direction change throughout the day due to Earth's rotation
EF06CI14,375b69f9-ff0c-4590-bcae-157665a3e5a4,Explain how Earth's revolution around the Sun causes seasonal changes in shadow length
EF06CI14,750357ba-d2ee-496b-a0a2-1197c1964ff2,Explain how Earth's tilted spin axis causes differential sunlight intensity across seasons
EF07CI01,d17ea67c-11e8-48e7-ada8-7c3b3ce613ca,Identify examples of simple machines and their applications across different periods of history
EF07CI01,5de7546d-6bf7-471d-9f01-a23934fefe42,Describe how simple machines modify force or direction to perform mechanical tasks
EF07CI01,43060f15-75e9-4d42-97c1-e1cbaf346146,Propose solutions using simple machines to accomplish everyday mechanical tasks
EF07CI02,2e832718-92d7-4b9d-af05-52ef476d1382,Distinguish between thermal energy as molecular motion and heat as energy transfer between objects
EF07CI02,ac2396a4-f6ce-404b-87d2-332b29b39f8d,Differentiate thermal sensation from actual temperature in everyday situations
EF07CI02,d2026045-6292-453a-81ad-71ca84d28a47,Identify thermodynamic equilibrium conditions in everyday contexts
EF07CI03,5c67207d-4827-4943-bb21-0d822ca7eed9,"Compare mechanisms of energy transfer such as conduction, convection, and radiation"
EF07CI03,ecb37911-fb74-4494-9a60-7b9c16b3c897,Classify materials as thermal conductors or insulators based on their heat-transfer properties
EF07CI03,113b13a3-c2c3-46c8-9602-d3ec9d7f171a,Justify the choice of specific materials in everyday objects using knowledge of heat transfer modes
EF07CI03,47c47100-b96d-4bfc-a059-fdcd69b60b3f,Apply scientific principles of thermal energy transfer to design a device that minimizes or maximizes heat flow
EF07CI03,12c6fdd7-2069-40db-ad42-96d032bc417c,Design a technological solution that applies knowledge of heat transfer modes
EF05GE04,327fdb82-5b11-46d4-887c-8b9b61b0ee96,Identify defining characteristics of urban spaces (cities)
EF05GE04,189ba446-9da2-4e0e-bdb2-b2bf012f4837,Analyze interactions and exchanges between urban and rural spaces
EF05GE04,85404413-2ebb-4e30-a029-c46926999f6b,Describe relationships among cities within an urban network
EF05GE10,13fff658-291f-48a6-8bad-3b14fe47b985,Identify attributes used to assess environmental quality in waterways and oceans
EF05GE10,b4e582b6-4fa0-4ba4-b9a3-ef13ffb0ae4a,"Recognize different forms of pollution affecting waterways and oceans (sewage, industrial effluents, oil spills)"
EF05GE10,190395b5-9885-46dc-82e3-093c401e1815,Compare the environmental impacts of different types of water pollution on aquatic ecosystems
EF03GE07,db5a7a08-b83d-4bcf-8dcd-633b76c520a4,Interpret symbols used in map legends across different types of cartographic representations
EF03GE07,59711381-f43a-49c7-8819-64801e1d5cb4,Construct a map legend using appropriate symbols for a given cartographic representation
EF03GE07,cf73a3ba-d503-41a3-bfea-94e0f5837913,Recognize how map legends vary across different cartographic scales
EF07CI08,31c8b7c6-458b-4114-866f-fb00182c01b6,Identify empirical evidence linking changes in physical or biological ecosystem components to population shifts
EF07CI08,2ab1c896-9c53-431a-8ec6-a419e78c73d9,Evaluate how ecosystem disturbances can threaten or cause species extinction
EF07CI08,d526fe40-c561-4fff-8586-ee6644996c45,Analyze behavioral changes and migration patterns as population responses to ecosystem impacts
EF07CI08,a90b5e2d-34a4-4ceb-8c0c-8efa003fbd50,"Assess the combined effects of physical, biological, and social changes on ecosystem stability"
EF02CO02,2f9587cd-1f89-457a-9ee0-35a01ca2efc5,"Construct an algorithm using oral, written, or pictographic language with simple repetition sequences"
EF02CO02,d845bf13-b71d-415a-95a7-269626dbd7a1,Simulate the execution of an algorithm that contains definite iteration steps
EF02CO02,a6e57ab8-bbf1-4841-a0be-c1524b2b08fa,Analyze how the precision of an instruction affects the outcome of algorithm execution
EF02CO03,d61fe002-22c1-474f-82a3-0956387d47dc,Identify that different machines follow their own specific sets of instructions
EF02CO03,953a2fa3-4faf-431b-a7a7-88b34a600578,Recognize that machines can be used as tools to define and execute algorithms
EF02CO04,8b1592a9-521c-425b-a5c5-dbc5f0342a0d,Identify physical components of a computing device as hardware
EF02CO04,e1ac2cd3-6449-4c3c-8f4b-559ab9222efc,Identify programs that provide instructions to a device as software
EF02CO04,6069e032-128a-449e-b7d0-0efda7104993,Differentiate between hardware and software based on their roles in a computing system
EF02CO05,1f593c56-ed4a-4189-aec1-2dd2e42d8004,Recognize characteristics of computational technologies present in everyday life
EF02CO05,5fac5ca1-b032-4ca2-a2a7-b5947a2bb723,Identify uses of computational technologies in school and non-school contexts
EF02CO06,d4fd701c-f32e-477c-867d-99e8304cdd63,Identify basic safety precautions for using computing devices
EF02CO06,83e036d9-e9ee-4de1-bcd0-b6228887db01,Recognize potentially unsafe situations that may arise when using computing devices
EF03CO01,5786beb8-81cb-4290-b605-fa431d11d5a5,Assign a truth value (true or false) to a logical statement about an everyday situation
EF03CO01,047b38b4-f3c9-439c-bb49-acb9bbaf83eb,Apply negation terms to form the negation of a logical statement
EF03CO01,55a2f838-dacb-420f-90e9-eeb49691f03b,Evaluate the truth value of a negated logical statement about an everyday situation
EM13CNT107,a4f97e85-7811-4380-9440-a66eb7effa9e,"Identify energy transformation processes occurring in generators, motors, transformers, batteries, and electronic devices"
EM13CNT107,957b3a57-feef-4e58-9120-88937a62b289,Make qualitative predictions about the operation of electromagnetic devices based on energy transformation principles
EM13CNT107,8b00bf4c-e29d-4180-8a53-da871ad02124,Make quantitative predictions about the behavior of electrical components such as coils and transformers
EM13CNT107,a0053c46-803e-4998-ac56-56ec55861938,Propose actions aimed at sustainability based on analysis of energy use in electrical and electronic devices
EM13CNT106,34b3860f-ca23-4abf-8163-27278d7dd21a,"Evaluate technologies for generating, transmitting, and distributing electrical energy considering efficiency and environmental impact"
