bncc_code,stage,grade,subject,description_pt,description_en
EM13MAT508,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Identificar e associar progressões geométricas (PG) a funções exponenciais de domínios discretos, para análise de propriedades, dedução de algumas fórmulas e resolução de problemas.","Identify and connect geometric progressions (GPs) to exponential functions with discrete domains, in order to analyze properties, derive selected formulas, and solve problems."
EM13MAT509,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Investigar a deformação de ângulos e áreas provocada pelas diferentes projeções usadas em cartografia (como a cilíndrica e a cônica), com ou sem suporte de tecnologia digital.",Investigate the distortion of angles and areas produced by different projections used in cartography — such as cylindrical and conic projections — with or without the support of digital technology.
EM13MAT510,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Investigar conjuntos de dados relativos ao comportamento de duas variáveis numéricas, usando ou não tecnologias da informação, e, quando apropriado, levar em conta a variação e utilizar uma reta para descrever a relação observada.","Investigate data sets describing the behavior of two numerical variables, with or without the use of information technology, and, when appropriate, account for variation and use a line to describe the observed relationship."
EM13MAT511,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Reconhecer a existência de diferentes tipos de espaços amostrais, discretos ou não, e de eventos, equiprováveis ou não, e investigar implicações no cálculo de probabilidades.",Recognize the existence of different types of sample spaces — discrete or otherwise — and of events — equally likely or otherwise — and investigate the implications for the calculation of probabilities.
EM13LGG402,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Empregar, nas interações sociais, a variedade e o estilo de língua adequados à situação comunicativa, ao(s) interlocutor(es) e ao gênero do discurso, respeitando os usos das línguas por esse(s) interlocutor(es) e sem preconceito linguístico.","Employ, in social interactions, the language variety and style appropriate to the communicative situation, the interlocutor(s), and the discourse genre, respecting the language uses of those interlocutor(s) and without linguistic prejudice."
EM13LGG403,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Fazer uso do inglês como língua de comunicação global, levando em conta a multiplicidade e variedade de usos, usuários e funções dessa língua no mundo contemporâneo.","Use English as a global communication language, taking into account the multiplicity and variety of uses, users, and functions of this language in the contemporary world."
EM13LGG501,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Selecionar e utilizar movimentos corporais de forma consciente e intencional para interagir socialmente em práticas corporais, de modo a estabelecer relações construtivas, empáticas, éticas e de respeito às diferenças.","Select and apply bodily movements consciously and intentionally to interact socially in physical practices, in order to establish constructive, empathetic, ethical, and difference-respecting relationships."
EM13LGG502,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Analisar criticamente preconceitos, estereótipos e relações de poder presentes nas práticas corporais, adotando posicionamento contrário a qualquer manifestação de injustiça e desrespeito a direitos humanos e valores democráticos.","Critically analyze prejudices, stereotypes, and power relations present in physical practices, adopting a stance against any manifestation of injustice and disregard for human rights and democratic values."
EM13LGG503,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Vivenciar práticas corporais e significá-las em seu projeto de vida, como forma de autoconhecimento, autocuidado com o corpo e com a saúde, socialização e entretenimento.","Engage in physical practices and integrate them meaningfully into one's life project as a means of self-knowledge, self-care for the body and health, socialization, and entertainment."
EM13LGG601,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Apropriar-se do patrimônio artístico de diferentes tempos e lugares, compreendendo a sua diversidade, bem como os processos de legitimação das manifestações artísticas na sociedade, desenvolvendo visão crítica e histórica.","Engage with the artistic heritage of different times and places, understanding its diversity as well as the processes by which artistic expressions are legitimized in society, while developing a critical and historical perspective."
EM13LGG602,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Fruir e apreciar esteticamente diversas manifestações artísticas e culturais, das locais às mundiais, assim como delas participar, de modo a aguçar continuamente a sensibilidade, a imaginação e a criatividade.","Appreciate and respond aesthetically to diverse artistic and cultural expressions—from local to global—and participate in them, so as to continuously sharpen sensitivity, imagination, and creativity."
EM13LGG603,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Expressar-se e atuar em processos de criação autorais individuais e coletivos nas diferentes linguagens artísticas (artes visuais, audiovisual, dança, música e teatro) e nas intersecções entre elas, recorrendo a referências estéticas e culturais, conhecimentos de naturezas diversas (artísticos, históricos, sociais e políticos) e experiências individuais e coletivas.","Express oneself and engage in individual and collective original creative processes across different artistic languages (visual arts, audiovisual, dance, music, and theater) and their intersections, drawing on aesthetic and cultural references, diverse bodies of knowledge (artistic, historical, social, and political), and individual and collective experiences."
EM13LGG604,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Relacionar as práticas artísticas às diferentes dimensões da vida social, cultural, política e econômica e identificar o processo de construção histórica dessas práticas.","Relate artistic practices to the different dimensions of social, cultural, political, and economic life, and identify the historical construction process of those practices."
EM13LGG701,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Explorar tecnologias digitais da informação e comunicação (TDIC), compreendendo seus princípios e funcionalidades, e utilizá-las de modo ético, criativo, responsável e adequado a práticas de linguagem em diferentes contextos.","Explore digital information and communication technologies (DICT), understanding their principles and functionalities, and use them ethically, creatively, responsibly, and appropriately in language practices across different contexts."
EM13LGG702,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Avaliar o impacto das tecnologias digitais da informação e comunicação (TDIC) na formação do sujeito e em suas práticas sociais, para fazer uso crítico dessa mídia em práticas de seleção, compreensão e produção de discursos em ambiente digital.","Evaluate the impact of digital information and communication technologies (DICT) on the formation of the individual and on their social practices, in order to engage critically with these media in practices of selecting, comprehending, and producing discourse in digital environments."
EM13LGG703,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Utilizar diferentes linguagens, mídias e ferramentas digitais em processos de produção coletiva, colaborativa e projetos autorais em ambientes digitais.","Use different languages, media, and digital tools in collective, collaborative production processes and original authorial projects in digital environments."
EM13LGG704,EM,"1º, 2º, 3º",Linguagens e suas Tecnologias,"Apropriar-se criticamente de processos de pesquisa e busca de informação, por meio de ferramentas e dos novos formatos de produção e distribuição do conhecimento na cultura de rede.",Critically appropriate research and information-seeking processes through tools and new formats of knowledge production and distribution in networked culture.
EM13LP01,EM,"1º, 2º, 3º",Língua Portuguesa,"Relacionar o texto, tanto na produção como na leitura/escuta, com suas condições de produção e seu contexto sócio-histórico de circulação (leitor/audiência previstos, objetivos, pontos de vista e perspectivas, papel social do autor, época, gênero do discurso etc.), de forma a ampliar as possibilidades de construção de sentidos e de análise crítica e produzir textos adequados a diferentes situações.","Relate texts—both in production and in reading/listening—to their conditions of production and their socio-historical context of circulation (intended reader/audience, objectives, points of view and perspectives, author's social role, historical period, discourse genre, etc.), in order to expand the possibilities for meaning-making, support critical analysis, and produce texts appropriate to different situations."
EM13LP02,EM,"1º, 2º, 3º",Língua Portuguesa,"Estabelecer relações entre as partes do texto, tanto na produção como na leitura/escuta, considerando a construção composicional e o estilo do gênero, usando/reconhecendo adequadamente elementos e recursos coesivos diversos que contribuam para a coerência, a continuidade do texto e sua progressão temática, e organizando informações, tendo em vista as condições de produção e as relações lógico-discursivas envolvidas (causa/efeito ou consequência; tese/argumentos; problema/solução; definição/exemplos etc.).","Establish relationships among the parts of a text—both in production and in reading/listening—considering the compositional structure and style of the genre, appropriately using and recognizing diverse cohesive elements and resources that contribute to coherence, textual continuity, and thematic progression, and organizing information in view of the conditions of production and the logical-discursive relations involved (cause/effect or consequence; thesis/arguments; problem/solution; definition/examples, etc.)."
EM13LP03,EM,"1º, 2º, 3º",Língua Portuguesa,"Analisar relações de intertextualidade e interdiscursividade que permitam a explicitação de relações dialógicas, a identificação de posicionamentos ou de perspectivas, a compreensão de paráfrases, paródias e estilizações, entre outras possibilidades.","Analyze relations of intertextuality and interdiscursivity that allow for the explicitation of dialogic relationships, the identification of stances or perspectives, and the understanding of paraphrase, parody, and stylization, among other possibilities."
EM13LP04,EM,"1º, 2º, 3º",Língua Portuguesa,"Estabelecer relações de interdiscursividade e intertextualidade para explicitar, sustentar e conferir consistência a posicionamentos e para construir e corroborar explicações e relatos, fazendo uso de citações e paráfrases devidamente marcadas.","Establish relations of interdiscursivity and intertextuality to articulate, support, and lend consistency to positions, and to construct and corroborate explanations and accounts, making appropriate use of properly marked quotations and paraphrases."
EM13LP05,EM,"1º, 2º, 3º",Língua Portuguesa,"Analisar, em textos argumentativos, os posicionamentos assumidos, os movimentos argumentativos (sustentação, refutação/contra-argumentação e negociação) e os argumentos utilizados para sustentá-los, para avaliar sua força e eficácia, e posicionar-se criticamente diante da questão discutida e/ou dos argumentos utilizados, recorrendo aos mecanismos linguísticos necessários.","Analyze, in argumentative texts, the positions adopted, the argumentative moves (support, refutation/counter-argumentation, and negotiation), and the arguments used to sustain them, in order to assess their force and effectiveness, and to take a critical stance toward the issue under discussion and/or the arguments employed, drawing on the necessary linguistic mechanisms."
EM13LP06,EM,"1º, 2º, 3º",Língua Portuguesa,"Analisar efeitos de sentido decorrentes de usos expressivos da linguagem, da escolha de determinadas palavras ou expressões e da ordenação, combinação e contraposição de palavras, dentre outros, para ampliar as possibilidades de construção de sentidos e de uso crítico da língua.","Analyze meaning effects arising from expressive uses of language—including word and expression choice, and the ordering, combination, and juxtaposition of words, among others—in order to expand the possibilities for meaning-making and for the critical use of language."
EM13LP07,EM,"1º, 2º, 3º",Língua Portuguesa,"Analisar, em textos de diferentes gêneros, marcas que expressam a posição do enunciador frente àquilo que é dito: uso de diferentes modalidades (epistêmica, deôntica e apreciativa) e de diferentes recursos gramaticais que operam como modalizadores (verbos modais, tempos e modos verbais, expressões modais, adjetivos, locuções ou orações adjetivas, advérbios, locuções ou orações adverbiais, entonação etc.), uso de estratégias de impessoalização (uso de terceira pessoa e de voz passiva etc.), com vistas ao incremento da compreensão e da criticidade e ao manejo adequado desses elementos nos textos produzidos, considerando os contextos de produção.","Analyze, in texts of different genres, markers that express the enunciator's stance toward what is said: use of different modalities (epistemic, deontic, and appreciative) and of different grammatical resources functioning as modalizers (modal verbs, verb tenses and moods, modal expressions, adjectives, adjectival phrases or clauses, adverbs, adverbial phrases or clauses, intonation, etc.), use of impersonalization strategies (use of third person and passive voice, etc.), with a view to enhancing comprehension and critical awareness and to appropriately managing these elements in texts produced, considering the contexts of production."
EM13MAT305,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas com funções logarítmicas nos quais seja necessário compreender e interpretar a variação das grandezas envolvidas, em contextos como os de abalos sísmicos, pH, radioatividade, Matemática Financeira, entre outros.","Solve and create problems involving logarithmic functions in which it is necessary to understand and interpret the variation of the quantities involved, in contexts such as seismic activity, pH, radioactivity, financial mathematics, and others."
EM13MAT306,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas em contextos que envolvem fenômenos periódicos reais (ondas sonoras, fases da lua, movimentos cíclicos, entre outros) e comparar suas representações com as funções seno e cosseno, no plano cartesiano, com ou sem apoio de aplicativos de álgebra e geometria.","Solve and create problems in contexts involving real periodic phenomena (sound waves, lunar phases, cyclical motion, and others) and compare their representations with sine and cosine functions in the Cartesian plane, with or without the support of algebra and geometry applications."
EM13MAT307,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Empregar diferentes métodos para a obtenção da medida da área de uma superfície (reconfigurações, aproximação por cortes etc.) e deduzir expressões de cálculo para aplicá-las em situações reais (como o remanejamento e a distribuição de plantações, entre outros), com ou sem apoio de tecnologias digitais.","Apply different methods for determining the area of a surface (reconfiguration, approximation by subdivision, etc.) and derive calculation expressions to apply them in real-world situations (such as the redistribution and layout of crop plantings, among others), with or without the support of digital technologies."
EM13MAT308,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Aplicar as relações métricas, incluindo as leis do seno e do cosseno ou as noções de congruência e semelhança, para resolver e elaborar problemas que envolvem triângulos, em variados contextos.","Apply metric relations, including the Law of Sines and the Law of Cosines or the concepts of congruence and similarity, to solve and create problems involving triangles in a variety of contexts."
EM13MAT309,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas que envolvem o cálculo de áreas totais e de volumes de prismas, pirâmides e corpos redondos em situações reais (como o cálculo do gasto de material para revestimento ou pinturas de objetos cujos formatos sejam composições dos sólidos estudados), com ou sem apoio de tecnologias digitais.","Solve and create problems involving the calculation of total surface areas and volumes of prisms, pyramids, and solids of revolution in real-world situations (such as calculating the amount of material needed to coat or paint objects whose shapes are composites of the solids studied), with or without the support of digital technologies."
EM13MAT310,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas de contagem envolvendo agrupamentos ordenáveis ou não de elementos, por meio dos princípios multiplicativo e aditivo, recorrendo a estratégias diversas, como o diagrama de árvore.","Solve and create counting problems involving ordered and unordered arrangements of elements by applying the Multiplication Principle and the Addition Principle, using a variety of strategies such as tree diagrams."
EM13MAT311,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Identificar e descrever o espaço amostral de eventos aleatórios, realizando contagem das possibilidades, para resolver e elaborar problemas que envolvem o cálculo da probabilidade.",Identify and describe the sample space of random events by counting outcomes in order to solve and create problems involving the calculation of probability.
EM13MAT312,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,Resolver e elaborar problemas que envolvem o cálculo de probabilidade de eventos em experimentos aleatórios sucessivos.,Solve and create problems involving the calculation of the probability of events in successive random experiments.
EM13MAT313,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Utilizar, quando necessário, a notação científica para expressar uma medida, compreendendo as noções de algarismos significativos e algarismos duvidosos, e reconhecendo que toda medida é inevitavelmente acompanhada de erro.","Apply scientific notation, when appropriate, to express a measurement, demonstrating understanding of the concepts of significant figures and doubtful digits, and recognizing that every measurement is inevitably accompanied by error."
EM13MAT314,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas que envolvem grandezas determinadas pela razão ou pelo produto de outras (velocidade, densidade demográfica, energia elétrica etc.).","Solve and create problems involving quantities defined by the ratio or product of other quantities (speed, population density, electrical energy, etc.)."
EM13MAT315,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Investigar e registrar, por meio de um fluxograma, quando possível, um algoritmo que resolve um problema.","Investigate and record, by means of a flowchart when possible, an algorithm that solves a given problem."
EM13MAT316,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas, em diferentes contextos, que envolvem cálculo e interpretação das medidas de tendência central (média, moda, mediana) e das medidas de dispersão (amplitude, variância e desvio padrão).","Solve and create problems, in different contexts, involving the calculation and interpretation of measures of central tendency (mean, mode, median) and measures of dispersion (range, variance, and standard deviation)."
EM13MAT401,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Converter representações algébricas de funções polinomiais de 1º grau em representações geométricas no plano cartesiano, distinguindo os casos nos quais o comportamento é proporcional, recorrendo ou não a softwares ou aplicativos de álgebra e geometria dinâmica.","Convert algebraic representations of first-degree polynomial functions into geometric representations in the Cartesian plane, distinguishing cases in which the relationship is proportional, with or without the use of algebra and dynamic geometry software or applications."
EM13MAT402,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Converter representações algébricas de funções polinomiais de 2º grau em representações geométricas no plano cartesiano, distinguindo os casos nos quais uma variável for diretamente proporcional ao quadrado da outra, recorrendo ou não a softwares ou aplicativos de álgebra e geometria dinâmica, entre outros materiais.","Convert algebraic representations of second-degree polynomial functions into geometric representations in the Cartesian plane, distinguishing cases in which one variable is directly proportional to the square of the other, with or without the use of algebra and dynamic geometry software or applications, among other materials."
EM13MAT403,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Analisar e estabelecer relações, com ou sem apoio de tecnologias digitais, entre as representações de funções exponencial e logarítmica expressas em tabelas e em plano cartesiano, para identificar as características fundamentais (domínio, imagem, crescimento) de cada função.","Analyze and establish relationships, with or without the support of digital technologies, between representations of exponential and logarithmic functions expressed in tables and in the Cartesian plane, in order to identify the fundamental characteristics (domain, range, growth behavior) of each function."
EM13MAT404,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Analisar funções definidas por uma ou mais sentenças (tabela do Imposto de Renda, contas de luz, água, gás etc.), em suas representações algébrica e gráfica, identificando domínios de validade, imagem, crescimento e decrescimento, e convertendo essas representações de uma para outra, com ou sem apoio de tecnologias digitais.","Analyze functions defined by one or more rules (income tax tables, electricity, water, and gas bills, etc.) in their algebraic and graphical representations, identifying domains of validity, range, intervals of increase and decrease, and converting between these representations, with or without the support of digital technologies."
EM13MAT405,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,Utilizar conceitos iniciais de uma linguagem de programação na implementação de algoritmos escritos em linguagem corrente e/ou matemática.,Apply introductory concepts of a programming language to implement algorithms written in natural language and/or mathematical notation.
EM13MAT406,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Construir e interpretar tabelas e gráficos de frequências com base em dados obtidos em pesquisas por amostras estatísticas, incluindo ou não o uso de softwares que inter-relacionem estatística, geometria e álgebra.","Construct and interpret frequency tables and graphs based on data obtained from statistical sample surveys, including or not the use of software that integrates statistics, geometry, and algebra."
EM13MAT407,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Interpretar e comparar conjuntos de dados estatísticos por meio de diferentes diagramas e gráficos (histograma, de caixa (box-plot), de ramos e folhas, entre outros), reconhecendo os mais eficientes para sua análise.","Interpret and compare sets of statistical data using different diagrams and graphs (histograms, box plots, stem-and-leaf plots, and others), identifying the most effective representations for a given analysis."
EM13MAT501,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Investigar relações entre números expressos em tabelas para representá-los no plano cartesiano, identificando padrões e criando conjecturas para generalizar e expressar algebricamente essa generalização, reconhecendo quando essa representação é de função polinomial de 1º grau.","Investigate relationships among numbers expressed in tables in order to represent them in the Cartesian plane, identifying patterns and forming conjectures to generalize and express that generalization algebraically, recognizing when such a representation corresponds to a first-degree polynomial function."
EM13LP48,EM,"1º, 2º, 3º",Língua Portuguesa,"Identificar assimilações, rupturas e permanências no processo de constituição da literatura brasileira e ao longo de sua trajetória, por meio da leitura e análise de obras fundamentais do cânone ocidental, em especial da literatura portuguesa, para perceber a historicidade de matrizes e procedimentos estéticos.","Identify assimilations, ruptures, and continuities in the process of formation of Brazilian literature and throughout its trajectory, through the reading and analysis of foundational works of the Western canon—especially Portuguese literature—in order to perceive the historicity of aesthetic models and procedures."
EM13LP49,EM,"1º, 2º, 3º",Língua Portuguesa,"Perceber as peculiaridades estruturais e estilísticas de diferentes gêneros literários (a apreensão pessoal do cotidiano nas crônicas, a manifestação livre e subjetiva do eu lírico diante do mundo nos poemas, a múltipla perspectiva da vida humana e social dos romances, a dimensão política e social de textos da literatura marginal e da periferia etc.) para experimentar os diferentes ângulos de apreensão do indivíduo e do mundo pela literatura.","Recognize the structural and stylistic particularities of different literary genres—such as the personal apprehension of everyday life in chronicles (crônicas), the free and subjective expression of the lyric self in poems, the multiple perspectives on human and social life in novels, and the political and social dimensions of marginal and peripheral literature texts—so as to experience the different angles through which literature captures the individual and the world."
EM13LP50,EM,"1º, 2º, 3º",Língua Portuguesa,"Analisar relações intertextuais e interdiscursivas entre obras de diferentes autores e gêneros literários de um mesmo momento histórico e de momentos históricos diversos, explorando os modos como a literatura e as artes em geral se constituem, dialogam e se retroalimentam.","Analyze intertextual and interdiscursive relationships among works by different authors and literary genres from the same historical period and from distinct historical periods, exploring the ways in which literature and the arts in general are constituted, enter into dialogue, and mutually inform one another."
EM13LP51,EM,"1º, 2º, 3º",Língua Portuguesa,"Selecionar obras do repertório artístico-literário contemporâneo à disposição segundo suas predileções, de modo a constituir um acervo pessoal e dele se apropriar para se inserir e intervir com autonomia e criticidade no meio cultural.","Select works from the contemporary artistic-literary repertoire available according to personal preferences, so as to build a personal collection and draw upon it to engage and intervene autonomously and critically within the cultural sphere."
EM13LP52,EM,"1º, 2º, 3º",Língua Portuguesa,"Analisar obras significativas das literaturas brasileiras e de outros países e povos, em especial a portuguesa, a indígena, a africana e a latino-americana, com base em ferramentas da crítica literária (estrutura da composição, estilo, aspectos discursivos) ou outros critérios relacionados a diferentes matrizes culturais, considerando o contexto de produção (visões de mundo, diálogos com outros textos, inserções em movimentos estéticos e culturais etc.) e o modo como dialogam com o presente.","Analyze significant works of Brazilian literature and of other countries and peoples—particularly Portuguese, indigenous, African, and Latin American literature—using tools of literary criticism (compositional structure, style, discursive aspects) or other criteria related to different cultural traditions, taking into account the context of production (worldviews, dialogues with other texts, situatedness within aesthetic and cultural movements, etc.) and the ways in which these works speak to the present."
EM13LP53,EM,"1º, 2º, 3º",Língua Portuguesa,"Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).","Produce appreciative and critical presentations and commentaries about books, films, albums, songs, theater and dance performances, exhibitions, and similar works, in formats such as reviews, literary and artistic vlogs and podcasts, annotated playlists, fanzines, e-zines, and others."
EM13LP54,EM,"1º, 2º, 3º",Língua Portuguesa,"Criar obras autorais, em diferentes gêneros e mídias - mediante seleção e apropriação de recursos textuais e expressivos do repertório artístico -, e/ou produções derivadas (paródias, estilizações, fanfics, fanclipes etc.), como forma de dialogar crítica e/ou subjetivamente com o texto literário.","Create original works in different genres and media—through the selection and appropriation of textual and expressive resources from the artistic repertoire—and/or derivative productions (parodies, stylizations, fanfics, fan edits, etc.) as a means of engaging critically and/or subjectively with literary texts."
EM13MAT101,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Interpretar criticamente situações econômicas, sociais e fatos relativos às Ciências da Natureza que envolvam a variação de grandezas, pela análise dos gráficos das funções representadas e das taxas de variação, com ou sem apoio de tecnologias digitais.","Critically interpret economic and social situations and phenomena from the natural sciences that involve the variation of quantities, by analyzing the graphs of the represented functions and their rates of change, with or without the support of digital technologies."
EM13MAT102,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Analisar tabelas, gráficos e amostras de pesquisas estatísticas apresentadas em relatórios divulgados por diferentes meios de comunicação, identificando, quando for o caso, inadequações que possam induzir a erros de interpretação, como escalas e amostras não apropriadas.","Analyze tables, graphs, and samples from statistical surveys presented in reports disseminated by different media outlets, identifying, where applicable, inadequacies that may lead to errors of interpretation, such as inappropriate scales and non-representative samples."
EM13MAT103,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Interpretar e compreender textos científicos ou divulgados pelas mídias, que empregam unidades de medida de diferentes grandezas e as conversões possíveis entre elas, adotadas ou não pelo Sistema Internacional (SI), como as de armazenamento e velocidade de transferência de dados, ligadas aos avanços tecnológicos.",Interpret and comprehend scientific texts or texts disseminated by the media that employ units of measurement for different quantities and the possible conversions among them—whether or not adopted by the International System of Units (SI)—including units of data storage and data transfer speed associated with technological advances.
EM13MAT104,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Interpretar taxas e índices de natureza socioeconômica (índice de desenvolvimento humano, taxas de inflação, entre outros), investigando os processos de cálculo desses números, para analisar criticamente a realidade e produzir argumentos.","Interpret rates and indices of a socioeconomic nature—such as the Human Development Index and inflation rates, among others—by investigating the calculation processes behind these figures, in order to critically analyze reality and construct well-reasoned arguments."
EM13MAT105,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Utilizar as noções de transformações isométricas (translação, reflexão, rotação e composições destas) e transformações homotéticas para construir figuras e analisar elementos da natureza e diferentes produções humanas (fractais, construções civis, obras de arte, entre outras).","Apply concepts of isometric transformations (translation, reflection, rotation, and compositions thereof) and homothetic transformations to construct figures and analyze elements of nature and diverse human productions, including fractals, civil constructions, and works of art, among others."
EM13MAT106,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Identificar situações da vida cotidiana nas quais seja necessário fazer escolhas levando-se em conta os riscos probabilísticos (usar este ou aquele método contraceptivo, optar por um tratamento médico em detrimento de outro etc.).","Identify everyday situations in which choices must be made while accounting for probabilistic risks, such as choosing between contraceptive methods or opting for one medical treatment over another."
EM13MAT201,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Propor ou participar de ações adequadas às demandas da região, preferencialmente para sua comunidade, envolvendo medições e cálculos de perímetro, de área, de volume, de capacidade ou de massa.","Propose or participate in actions suited to regional needs—preferably within one's own community—involving measurement and calculation of perimeter, area, volume, capacity, or mass."
EM13MAT202,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Planejar e executar pesquisa amostral sobre questões relevantes, usando dados coletados diretamente ou em diferentes fontes, e comunicar os resultados por meio de relatório contendo gráficos e interpretação das medidas de tendência central e das medidas de dispersão (amplitude e desvio padrão), utilizando ou não recursos tecnológicos.","Plan and conduct a sample survey on relevant issues, using data collected directly or from different sources, and communicate the results through a report containing graphs and interpretation of measures of central tendency and measures of dispersion (range and standard deviation), with or without the use of technological resources."
EM13MAT203,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Aplicar conceitos matemáticos no planejamento, na execução e na análise de ações envolvendo a utilização de aplicativos e a criação de planilhas (para o controle de orçamento familiar, simuladores de cálculos de juros simples e compostos, entre outros), para tomar decisões.","Apply mathematical concepts in the planning, execution, and analysis of activities involving the use of apps and the creation of spreadsheets—such as household budget trackers and simple and compound interest calculators, among others—in order to make informed decisions."
EM13MAT301,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas do cotidiano, da Matemática e de outras áreas do conhecimento, que envolvem equações lineares simultâneas, usando técnicas algébricas e gráficas, com ou sem apoio de tecnologias digitais.","Solve and formulate everyday problems and problems from mathematics and other areas of knowledge that involve systems of simultaneous linear equations, using algebraic and graphical techniques, with or without the support of digital technologies."
EM13MAT302,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Construir modelos empregando as funções polinomiais de 1º ou 2º graus, para resolver problemas em contextos diversos, com ou sem apoio de tecnologias digitais.","Construct models using first- or second-degree polynomial functions to solve problems in diverse contexts, with or without the support of digital technologies."
EM13MAT303,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Interpretar e comparar situações que envolvam juros simples com as que envolvem juros compostos, por meio de representações gráficas ou análise de planilhas, destacando o crescimento linear ou exponencial de cada caso.","Interpret and compare situations involving simple interest with those involving compound interest, through graphical representations or the analysis of spreadsheets, highlighting the linear or exponential growth characteristic of each case."
EM13MAT304,EM,"1º, 2º, 3º",Matemática e suas Tecnologias,"Resolver e elaborar problemas com funções exponenciais nos quais seja necessário compreender e interpretar a variação das grandezas envolvidas, em contextos como o da Matemática Financeira, entre outros.","Solve and formulate problems involving exponential functions in which it is necessary to understand and interpret the variation of the quantities involved, in contexts such as financial mathematics, among others."
EM13LP28,EM,"1º, 2º, 3º",Língua Portuguesa,Organizar situações de estudo e utilizar procedimentos e estratégias de leitura adequados aos objetivos e à natureza do conhecimento em questão.,Organize study situations and apply reading procedures and strategies appropriate to the objectives and the nature of the knowledge under consideration.
EM13LP29,EM,"1º, 2º, 3º",Língua Portuguesa,"Resumir e resenhar textos, por meio do uso de paráfrases, de marcas do discurso reportado e de citações, para uso em textos de divulgação de estudos e pesquisas.","Summarize and review texts through the use of paraphrase, reported-discourse markers, and direct quotation, for use in texts that disseminate studies and research findings."
EM13LP30,EM,"1º, 2º, 3º",Língua Portuguesa,"Realizar pesquisas de diferentes tipos (bibliográfica, de campo, experimento científico, levantamento de dados etc.), usando fontes abertas e confiáveis, registrando o processo e comunicando os resultados, tendo em vista os objetivos pretendidos e demais elementos do contexto de produção, como forma de compreender como o conhecimento científico é produzido e apropriar-se dos procedimentos e dos gêneros textuais envolvidos na realização de pesquisas.","Conduct different types of research (bibliographic, field-based, scientific experiment, data collection, etc.) using open and reliable sources, documenting the process and communicating the results in light of the intended objectives and other elements of the production context, as a means of understanding how scientific knowledge is produced and appropriating the procedures and textual genres involved in conducting research."
